room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
1004683,2710707,Private room,,23,2,,2,1,37,1,56.226701,10.261387,15:06.3
2820213,4263244,Private room,,23,0,,1,1,90,2,56.203584,10.258367,30:55.9
12187671,56812253,Private room,,4,2,,14,1,48,1,56.21517,10.180944,33:57.2
6965198,36518765,Private room,,4,6,4,1,1,30,5,56.178394,10.21838,02:24.2
6672202,34921217,Private room,,4,2,,2,1,30,1,56.182123,10.195876,30:58.4
1829982,9571384,Private room,,5,3,4.5,2,1,53,2,56.205229,10.251158,30:21.8
10824588,27904223,Private room,,4,5,4.5,2,1,29,1,56.181829,10.196567,02:39.8
10502695,54152221,Private room,,4,0,,1,1,19,1,56.18263,10.198886,03:31.8
5389263,1966794,Private room,,13,3,4.5,2,1,53,1,56.232478,10.241924,42:31.0
4922863,16458880,Private room,,5,5,5,2,1,36,2,56.194446,10.241215,19:53.1
1491850,7942378,Private room,,5,3,4.5,2,1,61,3,56.195146,10.254962,36:02.6
9060113,1966794,Private room,,13,0,,2,1,53,1,56.23249,10.245496,17:08.5
14032427,37459930,Private room,,13,2,,3,1,45,1,56.229121,10.248681,59:39.1
4546186,7129039,Private room,,13,9,5,1,1,30,1,56.234422,10.219922,15:13.6
15036854,42090098,Private room,,5,0,,2,1,75,1,56.18973,10.231525,48:28.7
1838961,9612088,Private room,,5,2,,2,1,73,1,56.204262,10.243112,44:38.8
12951310,15077467,Private room,,24,0,,2,1,53,1,56.144275,10.205145,22:39.3
14835736,92809885,Private room,,24,1,,3,1,75,3,56.151798,10.206591,55:52.5
3347235,9189887,Private room,,10,0,,1,1,53,1,56.164146,10.134542,30:57.7
11447317,22886769,Private room,,4,5,4.5,2,1,30,3,56.1718,10.197903,27:24.7
6842709,35119098,Private room,,24,0,,2,1,44,1,56.14872,10.19656,16:10.4
3703817,18881892,Private room,,24,70,4.5,1,1,38,1,56.143541,10.190556,54:49.6
7127774,3925943,Private room,,2,0,,1,1,39,1,56.146183,10.184932,33:34.0
14605082,9044239,Private room,,2,3,5,2,1,42,2,56.136597,10.175826,59:26.5
15322807,8582956,Private room,,24,0,,2,1,38,3,56.154713,10.18704,44:22.9
13330808,73548422,Private room,,24,5,5,2,1,30,1,56.157741,10.201047,02:07.0
2463864,9115467,Private room,,11,2,,2,1,44,1,56.170785,10.125342,17:25.1
7978110,36127542,Private room,,2,0,,1,1,25,1,56.14592,10.184361,55:42.4
3612963,18204354,Private room,,24,0,,2,1,75,1,56.159225,10.202793,27:16.7
14216028,15781412,Private room,,2,1,,2,1,48,1,56.12146,10.14067,29:27.8
6771603,35453520,Private room,,24,0,,2,1,39,1,56.158274,10.195607,02:35.8
6669921,17778723,Private room,,24,0,,2,1,75,2,56.171129,10.210097,22:45.2
13756457,38811055,Private room,,24,1,,2,1,38,1,56.168583,10.215432,31:47.3
7487517,39097216,Private room,,6,2,,2,1,121,2,56.155914,10.16935,35:06.4
7883294,39777880,Private room,,24,4,4,2,1,52,1,56.164049,10.229046,31:49.5
9973353,51248265,Private room,,24,11,5,2,1,34,1,56.150718,10.198079,55:10.5
7537623,37872159,Private room,,2,22,4.5,2,1,37,2,56.126359,10.180866,26:14.7
7120306,37299364,Private room,,2,0,,2,1,143,1,56.13994,10.187105,08:19.0
7306869,38277210,Private room,,24,0,,1,1,30,1,56.145551,10.203685,47:33.6
15403865,98569100,Private room,,24,0,,2,1,39,1,56.165992,10.231161,55:22.3
13287204,4136006,Entire home/apt,,3,2,,4,2,30,1,56.182293,10.163859,24:16.9
3746345,17452628,Entire home/apt,,24,30,4.5,2,1,75,4,56.161732,10.213599,22:16.7
11753966,62542354,Entire home/apt,,24,3,5,2,1,48,2,56.157701,10.198954,41:36.5
7786836,8099229,Entire home/apt,,24,7,4.5,4,2,91,1,56.151936,10.204315,40:04.5
7429114,10278864,Entire home/apt,,13,38,4.5,2,0,75,1,56.227935,10.212013,22:23.7
14781290,92264793,Entire home/apt,,4,5,4.5,2,1,70,1,56.175164,10.210976,20:15.7
13817741,61483324,Entire home/apt,,24,7,5,3,1,45,1,56.161483,10.188197,08:35.5
13150952,65556664,Entire home/apt,,24,2,,3,1,41,1,56.174148,10.216639,03:10.9
15528689,35935862,Entire home/apt,,24,0,,5,2,150,2,56.154777,10.20334,15:38.2
13824527,75861224,Entire home/apt,,24,0,,3,1,75,7,56.1628,10.204415,50:25.8
9193119,47823912,Entire home/apt,,24,62,4.5,4,1,57,1,56.159073,10.200758,20:53.5
3254397,16458880,Private room,,5,23,5,2,1,36,2,56.195937,10.242505,39:22.0
10225890,51928517,Private room,,24,0,,2,1,45,1,56.152205,10.2046,38:13.5
12085700,64776184,Private room,,24,0,,1,1,22,6,56.150399,10.204835,52:37.8
6333567,32970069,Private room,,24,0,,2,1,48,2,56.155184,10.210353,39:18.9
893262,2005323,Private room,,24,15,4.5,1,1,67,2,56.17064,10.215276,05:01.6
13186808,49873614,Private room,,24,1,,2,1,75,1,56.144786,10.191663,13:45.0
12349247,66690346,Private room,,24,2,,2,1,28,1,56.153732,10.193762,30:17.7
7252670,37975017,Private room,,24,1,,2,1,38,3,56.154774,10.197198,46:12.3
7711206,39642070,Private room,,24,2,,2,1,46,1,56.162749,10.20527,10:20.8
11429626,22925928,Private room,,4,0,,1,1,27,1,56.188126,10.198787,27:41.7
12037367,39343961,Private room,,4,0,,2,1,30,1,56.180407,10.201916,51:28.0
13549660,78006744,Private room,,6,0,,1,1,121,1,56.155646,10.169628,17:08.9
6943888,14094236,Private room,,24,0,,1,1,29,1,56.159191,10.203933,56:53.3
12078062,44934668,Private room,,24,2,,2,1,41,1,56.145836,10.195781,26:11.6
9650960,49893081,Private room,,24,0,,1,1,30,1,56.160657,10.20209,27:11.7
12396247,1990806,Private room,,24,1,,2,1,38,1,56.164052,10.200545,59:23.2
11888662,63397211,Private room,,3,0,,2,1,37,1,56.169546,10.157598,14:53.0
13258848,74621736,Private room,,5,0,,2,1,37,1,56.191709,10.239136,29:56.5
6217598,19161422,Private room,,24,0,,2,1,53,1,56.164392,10.200848,19:14.4
13994379,23241853,Private room,,6,0,,2,1,30,1,56.156665,10.181154,05:39.0
13419112,2318314,Private room,,3,1,,2,1,57,1,56.176754,10.175582,03:27.6
9733299,50222906,Private room,,24,0,,2,1,36,1,56.173792,10.215728,49:52.3
7191214,15009326,Private room,,3,0,,2,1,60,1,56.166546,10.184594,30:49.3
9254385,18746476,Private room,,6,1,,2,1,33,1,56.149789,10.153097,38:58.2
6704708,29365402,Private room,,24,1,,2,1,45,2,56.158721,10.188692,07:32.3
14925653,67544796,Private room,,13,1,,1,1,31,1,56.232698,10.221404,17:59.2
11005247,57107111,Private room,,24,4,5,2,1,49,2,56.172071,10.213446,25:13.5
893261,2005323,Private room,,24,7,4.5,1,1,67,2,56.171658,10.212843,24:54.4
11646760,38159676,Private room,,24,0,,2,1,34,1,56.161303,10.202022,21:04.9
5216022,26985867,Private room,,4,0,,2,1,45,1,56.175365,10.201033,45:22.7
11712956,45567564,Private room,,24,3,4.5,2,1,38,1,56.147241,10.205659,02:15.7
7251905,27786886,Private room,,24,0,,1,1,33,1,56.160431,10.208815,28:56.7
15353752,9301171,Private room,,24,0,,1,1,52,1,56.158037,10.208298,11:07.8
11995224,54056053,Private room,,24,0,,2,1,42,1,56.172689,10.215436,39:08.4
14821276,4288128,Private room,,24,0,,2,1,45,1,56.164851,10.223437,56:45.1
7617357,39949935,Private room,,24,8,5,3,1,45,2,56.175107,10.220782,48:43.8
12182765,64807490,Private room,,24,1,,2,1,35,1,56.162828,10.214144,43:50.2
10064924,51648079,Private room,,24,0,,2,1,38,1,56.161166,10.210652,16:53.9
9947989,51123768,Private room,,24,1,,2,1,37,1,56.157685,10.18607,29:37.5
10787202,55814594,Private room,,24,5,4,2,1,37,1,56.146225,10.205199,36:52.2
8736749,17107664,Private room,,4,16,5,1,1,35,1,56.179024,10.180609,04:41.3
4451965,23103242,Private room,,24,83,4.5,2,1,53,1,56.162167,10.200401,52:57.5
13413705,39258042,Private room,,2,13,4.5,2,1,32,1,56.142239,10.185396,17:48.0
11728391,62378423,Private room,,6,6,5,2,1,61,1,56.150065,10.150254,57:58.5
11521073,60737680,Private room,,1,10,4.5,2,1,36,1,56.141395,10.19078,40:27.8
4600672,23844811,Private room,,24,33,5,2,1,75,1,56.147189,10.20584,34:03.1
9519187,37889749,Private room,,24,0,,4,1,45,1,56.159142,10.183356,45:36.3
1259324,6193751,Private room,,24,3,,1,1,61,1,56.157154,10.209012,26:31.5
10957246,17115540,Private room,,4,0,,2,1,39,4,56.175706,10.203106,13:32.7
13383329,76077895,Private room,,24,0,,2,1,38,3,56.170222,10.208417,30:42.1
11162795,19609321,Private room,,4,0,,2,1,45,1,56.175024,10.212271,35:45.2
13818572,23268519,Private room,,2,5,4.5,2,1,53,1,56.145955,10.184189,17:37.0
2692087,13777668,Private room,,24,35,5,1,1,53,1,56.16335,10.191927,25:47.7
10181900,19609321,Private room,,4,2,,2,1,52,1,56.17392,10.212044,40:08.9
13242112,42041017,Private room,,5,13,4.5,2,1,53,1,56.19963,10.241168,07:49.4
7395749,38749462,Private room,,24,64,5,2,1,54,1,56.146541,10.191097,48:03.7
10486661,54056053,Private room,,24,0,,2,1,38,1,56.172115,10.215633,51:25.2
15152936,96126821,Private room,,24,2,,2,1,36,1,56.156963,10.19887,14:10.1
15574113,95286216,Private room,,24,0,,1,1,27,,56.147287,10.196062,24:39.2
13455300,76100184,Private room,,24,6,4.5,2,1,38,1,56.156885,10.189627,22:55.7
13890754,50090423,Private room,,24,0,,2,1,32,1,56.159442,10.200171,39:23.0
2923176,14881364,Private room,,24,117,4.5,2,1,53,1,56.162315,10.194427,12:33.4
5308049,27373750,Private room,,24,0,,1,1,30,2,56.169291,10.195547,41:25.0
14846852,47616788,Private room,,24,1,,2,1,34,1,56.161853,10.204653,14:08.7
7043838,36936144,Private room,,24,25,4.5,2,1,42,2,56.16464,10.203955,59:35.3
3485009,8637497,Private room,,4,20,4.5,1,1,45,1,56.179095,10.216699,43:25.2
6519400,16270598,Private room,,24,5,5,2,1,38,2,56.158091,10.206258,46:30.4
15501937,87913162,Private room,,24,0,,1,1,39,1,56.165835,10.229598,37:24.7
13795163,76365790,Private room,,24,2,,2,1,23,1,56.173126,10.216737,20:39.8
13454800,44331402,Private room,,24,0,,4,1,23,1,56.158592,10.198452,38:11.5
8519100,44856761,Private room,,24,61,4.5,2,1,32,1,56.145905,10.191172,20:46.1
14285501,87189707,Private room,,24,3,4.5,3,1,44,2,56.144034,10.189355,24:48.8
14930033,29723871,Private room,,24,4,4.5,2,1,33,1,56.146647,10.19079,05:45.9
6814903,21665869,Private room,,24,0,,2,1,61,1,56.154582,10.183517,46:19.9
11405972,36513932,Private room,,24,4,,2,1,34,1,56.160348,10.208933,38:16.5
13892533,3616548,Private room,,24,1,,1,1,38,2,56.159059,10.208359,34:36.8
12334702,66463714,Private room,,3,6,4.5,2,1,45,1,56.171749,10.182479,19:12.4
14320772,4884101,Private room,,24,7,4.5,4,1,47,1,56.153751,10.196218,08:20.3
15185429,94793962,Private room,,24,3,4.5,1,1,38,1,56.161158,10.197791,51:06.2
13760832,80681245,Private room,,4,1,,1,1,23,2,56.174572,10.203643,19:19.3
13023892,38041120,Private room,,6,9,5,3,1,65,1,56.155491,10.182681,02:07.9
7000900,7051501,Private room,,24,48,5,2,1,57,1,56.163343,10.192729,50:22.5
13177251,48862835,Private room,,24,9,5,2,1,57,1,56.164102,10.21271,54:52.6
10174054,52237363,Private room,,24,0,,1,1,38,1,56.162041,10.207328,12:40.2
12303722,66338114,Private room,,24,3,3.5,2,1,45,2,56.154726,10.198319,35:00.0
1665374,7718875,Private room,,24,0,,1,1,81,1,56.158712,10.200701,33:13.2
2518392,6435422,Private room,,24,4,5,1,1,90,2,56.155998,10.206963,31:36.7
11157808,14492285,Private room,,24,16,5,2,1,38,1,56.146914,10.204736,24:14.1
13183512,73733148,Private room,,24,10,4,4,1,41,1,56.147305,10.186089,27:21.9
1254014,6831960,Private room,,24,25,5,2,1,55,2,56.151234,10.195528,26:11.4
6135595,16423206,Private room,,6,9,5,3,1,41,2,56.149364,10.154547,30:24.8
11132149,57850977,Private room,,24,0,,2,1,75,1,56.148615,10.206355,12:07.0
13777354,80877118,Private room,,24,0,,3,1,68,2,56.155104,10.19749,02:18.7
5783511,15326030,Private room,,24,17,5,2,1,44,1,56.146907,10.208431,54:34.8
1169048,6401712,Private room,,24,0,,1,1,87,1,56.159717,10.209981,17:33.1
14164504,85688448,Private room,,24,0,,1,1,31,1,56.151006,10.202794,30:34.1
12323705,14586976,Private room,,24,0,,1,1,22,7,56.158589,10.202518,07:39.7
7905380,41686436,Private room,,10,12,4.5,2,1,29,1,56.152505,10.091452,39:33.6
269513,950501,Private room,,24,42,5,2,1,35,2,56.15632,10.191611,29:36.2
6346230,28637246,Private room,,6,8,5,2,1,34,2,56.15702,10.176391,27:35.6
3925157,5083613,Private room,,3,10,5,2,1,27,3,56.164223,10.181814,22:41.5
8467306,43791732,Private room,,24,25,5,2,1,45,1,56.158602,10.185192,02:10.9
13094364,7962364,Private room,,3,1,,2,1,27,4,56.163843,10.183331,48:56.0
14803145,17356304,Private room,,24,0,,2,1,38,1,56.157874,10.184596,38:19.1
4013412,20807925,Private room,,6,0,,2,1,61,1,56.155748,10.18173,28:57.8
13288977,39922820,Private room,,4,3,5,2,1,38,2,56.171376,10.202567,35:19.6
12807740,21167161,Private room,,24,3,5,2,1,30,2,56.146502,10.195901,38:50.8
3745419,19157360,Private room,,24,5,5,2,1,42,2,56.164217,10.198853,31:33.8
7509522,21994117,Private room,,5,12,4.5,1,1,36,1,56.192366,10.222569,51:32.3
15533310,99911628,Private room,,24,1,,1,1,27,1,56.146439,10.193528,51:14.7
10427411,53685813,Private room,,24,56,5,2,1,34,1,56.172709,10.218883,27:56.9
7566529,22372811,Private room,,4,10,5,2,1,38,3,56.174624,10.213768,40:25.7
13713859,10805331,Private room,,1,13,4.5,1,1,23,1,56.139483,10.19286,54:03.7
15247646,38670225,Private room,,3,5,4.5,2,1,33,1,56.177797,10.163621,42:27.8
13955327,51321031,Private room,,24,10,5,1,1,34,3,56.144365,10.19137,16:21.8
12977847,58380304,Private room,,3,26,4.5,2,1,30,1,56.177617,10.170029,09:20.8
13588809,48570226,Private room,,24,8,5,1,1,27,1,56.163138,10.198306,57:55.1
4087394,16674431,Private room,,4,71,5,2,1,38,2,56.172236,10.199514,32:24.7
12062157,11329263,Private room,,4,33,5,2,1,30,1,56.183048,10.206165,37:32.9
